workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,age,race,gender,ethnicity,color,vision,neuro,practice
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,0,filling,1,left,Red_Plus_Stripes_4.jpg,Green_Star_Stripes_3.jpg,Purple_Circle_Chess_4.jpg,left,966,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,1,filling,1,right,Blue_Plus_Stripes_1.jpg,Purple_Circle_Grid_1.jpg,Red_Triangle_Stripes_4.jpg,right,928,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,2,filling,1,left,Purple_Star_Dots_3.jpg,Blue_Triangle_Dots_2.jpg,Red_Circle_Grid_3.jpg,left,812,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,3,filling,1,right,Purple_Plus_Dots_3.jpg,Red_Star_Grid_3.jpg,Green_Circle_Dots_2.jpg,right,855,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,4,filling,0,right,Red_Triangle_Chess_1.jpg,Green_Star_Grid_1.jpg,Purple_Plus_Chess_4.jpg,right,933,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,5,filling,0,left,Green_Circle_Grid_2.jpg,Purple_Star_Grid_3.jpg,Red_Triangle_Dots_2.jpg,left,890,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,6,filling,1,left,Blue_Star_Chess_4.jpg,Red_Plus_Chess_1.jpg,Purple_Triangle_Dots_4.jpg,left,872,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,7,filling,1,left,Green_Star_Dots_2.jpg,Blue_Triangle_Dots_3.jpg,Purple_Plus_Grid_2.jpg,left,902,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,8,filling,1,right,Red_Plus_Stripes_3.jpg,Purple_Star_Chess_3.jpg,Green_Triangle_Stripes_2.jpg,right,1042,true,NA,NA,NA,NA,NA,NA,NA,NA,true
TCnIYw2a,3b6f54kms5pu5knddy3sw9ki4gws13,3oonkj5dkgwi7ab6zgka70jhcovbox,TCnIYw2a,2020-0188,2020-05-07,17:47:23,18:08:37,NA,incomplete,9,filling,1,right,Purple_Triangle_Grid_1.jpg,Green_Circle_Chess_1.jpg,Blue_Star_Grid_2.jpg,right,970,true,NA,NA,NA,NA,NA,NA,NA,NA,true
