workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,sequence,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,practice
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,0,shape,0,1,right,Red_Star_Dots_1.jpg,Red_Triangle_Stripes_4.jpg,Purple_Star_Chess_3.jpg,right,1926.8300000112504,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,1,shape,0,1,left,Purple_Triangle_Grid_4.jpg,Blue_Triangle_Chess_2.jpg,Purple_Circle_Dots_3.jpg,left,1481.1050000134856,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,2,shape,0,1,left,Green_Circle_Chess_4.jpg,Red_Circle_Grid_3.jpg,Green_Star_Dots_1.jpg,left,994.2249999730848,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,3,shape,0,1,right,Blue_Circle_Dots_1.jpg,Blue_Triangle_Stripes_2.jpg,Purple_Circle_Grid_4.jpg,right,1302.9700000188313,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,4,shape,0,1,left,Green_Circle_Stripes_3.jpg,Blue_Circle_Grid_4.jpg,Green_Triangle_Dots_2.jpg,left,1047.4050000193529,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,5,shape,0,1,left,Red_Circle_Grid_1.jpg,Purple_Circle_Dots_3.jpg,Red_Star_Stripes_4.jpg,left,726.8000000040047,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,6,shape,0,0,right,Purple_Circle_Grid_1.jpg,Purple_Triangle_Stripes_2.jpg,Blue_Circle_Dots_4.jpg,right,1474.3150000576861,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,7,shape,0,0,right,Purple_Star_Stripes_2.jpg,Purple_Triangle_Dots_3.jpg,Red_Star_Chess_4.jpg,right,1050.035000022035,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,8,shape,0,1,left,Blue_Star_Chess_1.jpg,Purple_Star_Stripes_2.jpg,Blue_Circle_Grid_4.jpg,none,0,false,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,9,shape,0,0,left,Red_Plus_Chess_4.jpg,Purple_Plus_Stripes_1.jpg,Red_Star_Grid_2.jpg,left,922.4950000061654,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,10,shape,0,0,right,Purple_Plus_Chess_1.jpg,Purple_Star_Dots_3.jpg,Red_Plus_Grid_2.jpg,right,1177.4549999972805,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,11,shape,0,1,left,Red_Circle_Chess_3.jpg,Green_Circle_Dots_4.jpg,Red_Triangle_Grid_1.jpg,left,1237.6449999865144,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,12,shape,0,1,left,Purple_Plus_Dots_2.jpg,Blue_Plus_Stripes_3.jpg,Purple_Circle_Grid_1.jpg,left,875.7849999819882,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,13,shape,0,1,right,Green_Triangle_Grid_1.jpg,Green_Star_Stripes_2.jpg,Purple_Triangle_Dots_4.jpg,right,769.2450000322424,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,14,shape,0,1,right,Blue_Circle_Stripes_3.jpg,Blue_Star_Chess_4.jpg,Purple_Circle_Grid_2.jpg,right,821.17000001017,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,15,shape,0,0,left,Green_Plus_Dots_3.jpg,Purple_Plus_Chess_2.jpg,Green_Star_Grid_4.jpg,left,833.8600000133738,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,16,shape,0,1,right,Blue_Star_Chess_4.jpg,Blue_Plus_Dots_1.jpg,Green_Star_Grid_3.jpg,right,1111.9900000048801,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,17,shape,0,1,right,Blue_Plus_Chess_1.jpg,Blue_Triangle_Dots_4.jpg,Green_Plus_Grid_2.jpg,right,863.8400000054389,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,18,shape,0,1,right,Red_Circle_Stripes_3.jpg,Red_Star_Dots_1.jpg,Purple_Circle_Grid_2.jpg,right,711.7100000032224,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,19,shape,0,1,right,Purple_Triangle_Grid_2.jpg,Purple_Plus_Chess_4.jpg,Blue_Triangle_Stripes_3.jpg,right,811.0999999917112,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,20,color,1,1,left,Blue_Circle_Grid_2.jpg,Blue_Star_Dots_1.jpg,Purple_Circle_Stripes_3.jpg,left,1232.8249999554828,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,21,color,1,1,right,Blue_Plus_Dots_1.jpg,Purple_Plus_Grid_2.jpg,Blue_Triangle_Chess_4.jpg,right,979.8400000436231,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,22,color,1,1,left,Green_Star_Dots_4.jpg,Green_Circle_Grid_3.jpg,Blue_Star_Chess_1.jpg,left,774.8550000251271,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,23,color,1,0,right,Purple_Plus_Chess_1.jpg,Red_Plus_Stripes_2.jpg,Purple_Circle_Grid_4.jpg,right,1219.0500000142492,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,24,color,1,1,right,Green_Circle_Dots_3.jpg,Purple_Circle_Grid_2.jpg,Green_Triangle_Chess_1.jpg,right,1179.6299999696203,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,25,color,1,1,left,Red_Plus_Grid_4.jpg,Red_Triangle_Chess_3.jpg,Blue_Plus_Dots_1.jpg,left,1300.0999999931082,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,26,color,1,1,right,Red_Star_Grid_2.jpg,Purple_Star_Stripes_1.jpg,Red_Triangle_Dots_4.jpg,right,729.5599999488331,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,27,color,1,1,left,Blue_Plus_Grid_2.jpg,Blue_Triangle_Chess_1.jpg,Red_Plus_Stripes_4.jpg,left,725.5149999982677,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,28,color,1,1,right,Red_Circle_Grid_3.jpg,Green_Circle_Dots_2.jpg,Red_Plus_Stripes_1.jpg,left,862.6700000022538,false,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,29,color,1,1,left,Blue_Plus_Dots_2.jpg,Blue_Circle_Stripes_1.jpg,Purple_Plus_Chess_3.jpg,left,997.3299999837764,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,30,color,1,1,right,Green_Star_Chess_2.jpg,Purple_Star_Dots_1.jpg,Green_Circle_Grid_3.jpg,right,718.6000000219792,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,31,color,1,0,left,Blue_Star_Dots_2.jpg,Blue_Circle_Chess_3.jpg,Purple_Star_Grid_4.jpg,left,1366.6599999996834,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,32,color,1,1,right,Red_Circle_Stripes_1.jpg,Blue_Circle_Dots_4.jpg,Red_Triangle_Grid_2.jpg,right,1225.4449999891222,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,33,color,1,0,right,Purple_Plus_Chess_4.jpg,Red_Plus_Grid_1.jpg,Purple_Circle_Stripes_2.jpg,right,1109.664999996312,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,34,color,1,1,right,Green_Triangle_Chess_4.jpg,Purple_Triangle_Grid_2.jpg,Green_Circle_Dots_1.jpg,right,777.0850000088103,true,NA,true
FIGcpkc6,3e9vauv7czrnvucm8noapw1mqoqyaq,3oonkj5dkgwi7ab6zgka70jhhopob9,FIGcpkc6,2020-0188,2020-06-04,13:02:48,13:31:45,NA,incomplete,35,color,1,1,right,Green_Plus_Stripes_1.jpg,Red_Plus_Grid_3.jpg,Green_Circle_Chess_2.jpg,right,707.8200000105426,true,NA,true
