workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,sequence,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,practice
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,0,number,0,1,left,Blue_Triangle_Grid_4.jpg,Red_Star_Dots_4.jpg,Blue_Circle_Stripes_2.jpg,none,0,false,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,1,number,0,0,right,Purple_Triangle_Grid_3.jpg,Purple_Plus_Dots_2.jpg,Green_Star_Stripes_3.jpg,right,1511.5399999776855,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,2,number,0,1,left,Red_Triangle_Dots_2.jpg,Green_Circle_Chess_2.jpg,Red_Plus_Stripes_3.jpg,left,1222.3050000029616,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,3,number,0,1,right,Green_Triangle_Dots_1.jpg,Green_Plus_Grid_2.jpg,Blue_Star_Stripes_1.jpg,right,1136.9999999878928,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,4,number,0,1,right,Purple_Plus_Dots_4.jpg,Purple_Triangle_Stripes_1.jpg,Blue_Circle_Grid_4.jpg,right,1142.3700000159442,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,5,number,0,1,right,Green_Star_Chess_1.jpg,Green_Circle_Grid_4.jpg,Blue_Plus_Dots_1.jpg,right,1089.8299999826122,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,6,number,0,1,left,Green_Star_Stripes_2.jpg,Purple_Triangle_Chess_2.jpg,Green_Plus_Dots_4.jpg,left,1037.7950000111014,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,7,number,0,1,right,Green_Plus_Dots_3.jpg,Green_Star_Grid_2.jpg,Red_Circle_Chess_3.jpg,right,912.255000002915,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,8,number,0,1,left,Purple_Star_Grid_2.jpg,Green_Plus_Dots_2.jpg,Purple_Circle_Chess_4.jpg,left,910.1249999948777,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,9,number,0,1,left,Blue_Circle_Grid_2.jpg,Red_Triangle_Stripes_2.jpg,Blue_Plus_Dots_4.jpg,left,883.9399999997113,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,10,number,0,1,right,Green_Star_Grid_1.jpg,Green_Triangle_Chess_2.jpg,Purple_Circle_Stripes_1.jpg,right,883.6299999966286,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,11,number,0,1,right,Green_Triangle_Grid_1.jpg,Green_Star_Chess_3.jpg,Purple_Plus_Dots_1.jpg,right,844.1649999876972,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,12,number,0,1,right,Purple_Triangle_Stripes_3.jpg,Purple_Plus_Grid_1.jpg,Green_Star_Dots_3.jpg,right,760.809999977937,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,13,number,0,1,left,Green_Star_Grid_2.jpg,Purple_Plus_Chess_2.jpg,Green_Circle_Stripes_4.jpg,left,961.2900000065565,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,14,number,0,1,right,Green_Triangle_Stripes_2.jpg,Green_Plus_Dots_1.jpg,Blue_Circle_Grid_2.jpg,right,1186.264999996638,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,15,number,0,0,right,Red_Plus_Stripes_3.jpg,Red_Triangle_Dots_4.jpg,Blue_Star_Chess_3.jpg,right,1195.594999997411,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,16,number,0,0,right,Red_Triangle_Dots_4.jpg,Red_Circle_Chess_1.jpg,Blue_Plus_Stripes_4.jpg,right,1416.7399999860208,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,17,number,0,0,right,Blue_Star_Dots_3.jpg,Blue_Circle_Chess_1.jpg,Red_Triangle_Stripes_3.jpg,right,1064.8799999908078,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,18,number,0,1,right,Purple_Circle_Grid_1.jpg,Purple_Plus_Dots_2.jpg,Red_Star_Chess_1.jpg,right,977.1199999959208,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,19,number,0,1,right,Blue_Star_Dots_3.jpg,Blue_Plus_Stripes_4.jpg,Purple_Triangle_Grid_3.jpg,right,980.5050000140909,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,20,color,1,1,left,Green_Plus_Dots_1.jpg,Green_Triangle_Grid_2.jpg,Blue_Star_Chess_1.jpg,left,1297.1050000051036,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,21,color,1,1,left,Blue_Triangle_Stripes_1.jpg,Blue_Circle_Chess_3.jpg,Purple_Star_Grid_1.jpg,left,1040.0150000059512,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,22,color,1,1,left,Blue_Star_Chess_4.jpg,Blue_Plus_Grid_2.jpg,Purple_Triangle_Dots_4.jpg,left,1281.264999997802,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,23,color,1,1,left,Red_Star_Grid_1.jpg,Red_Triangle_Stripes_4.jpg,Purple_Plus_Chess_1.jpg,left,898.7899999774527,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,24,color,1,1,right,Blue_Plus_Chess_4.jpg,Red_Triangle_Dots_4.jpg,Blue_Star_Stripes_1.jpg,right,946.7449999938253,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,25,color,1,1,left,Red_Star_Grid_3.jpg,Red_Circle_Chess_1.jpg,Purple_Plus_Stripes_3.jpg,left,794.9450000014622,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,26,color,1,1,left,Purple_Star_Grid_1.jpg,Purple_Circle_Dots_4.jpg,Red_Triangle_Stripes_1.jpg,left,1129.499999980908,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,27,color,1,1,right,Red_Plus_Chess_4.jpg,Green_Triangle_Grid_4.jpg,Red_Circle_Dots_1.jpg,right,851.4600000053179,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,28,color,1,1,left,Red_Triangle_Chess_2.jpg,Red_Circle_Grid_1.jpg,Green_Star_Stripes_2.jpg,left,1055.9049999865238,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,29,color,1,1,right,Green_Triangle_Grid_3.jpg,Purple_Star_Stripes_3.jpg,Green_Circle_Chess_2.jpg,left,170.9299999929499,false,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,30,color,1,1,left,Red_Circle_Stripes_4.jpg,Red_Star_Dots_1.jpg,Green_Plus_Grid_4.jpg,left,899.1250000253785,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,31,color,1,1,right,Purple_Triangle_Chess_2.jpg,Blue_Star_Grid_2.jpg,Purple_Plus_Stripes_4.jpg,right,539.0999999945052,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,32,color,1,1,left,Purple_Circle_Dots_2.jpg,Purple_Triangle_Chess_3.jpg,Blue_Star_Grid_2.jpg,left,665.8999999926891,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,33,color,1,1,right,Blue_Star_Dots_1.jpg,Green_Plus_Grid_1.jpg,Blue_Triangle_Stripes_3.jpg,right,782.4949999921955,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,34,color,1,0,left,Red_Triangle_Stripes_3.jpg,Red_Star_Grid_2.jpg,Purple_Circle_Chess_3.jpg,left,720.7300000009127,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,35,color,1,0,left,Purple_Triangle_Chess_4.jpg,Purple_Circle_Stripes_2.jpg,Blue_Star_Dots_4.jpg,left,629.0349999908358,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,36,color,1,1,right,Red_Plus_Grid_2.jpg,Purple_Star_Dots_2.jpg,Red_Circle_Chess_3.jpg,right,624.0150000085123,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,37,color,1,0,left,Green_Star_Stripes_2.jpg,Green_Triangle_Grid_1.jpg,Blue_Circle_Chess_2.jpg,left,653.2249999872874,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,38,color,1,0,right,Blue_Triangle_Chess_4.jpg,Green_Star_Dots_4.jpg,Blue_Plus_Grid_1.jpg,right,606.5099999832455,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,39,color,1,1,right,Red_Circle_Chess_4.jpg,Blue_Star_Dots_4.jpg,Red_Plus_Grid_3.jpg,right,567.4199999775738,true,NA,true
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,0,number,0,1,left,Red_Star_Stripes_2.jpg,Blue_Plus_Grid_2.jpg,Red_Triangle_Chess_1.jpg,right,920.5849999852944,false,low,false
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,1,number,0,0,right,Blue_Triangle_Dots_3.jpg,Blue_Plus_Chess_1.jpg,Red_Circle_Grid_3.jpg,left,1161.229999997886,false,low,false
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,2,number,0,0,left,Blue_Star_Grid_1.jpg,Green_Plus_Chess_1.jpg,Blue_Circle_Dots_3.jpg,right,516.7999999830499,false,low,false
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,3,number,0,1,right,Blue_Star_Chess_1.jpg,Blue_Circle_Grid_4.jpg,Green_Plus_Stripes_1.jpg,left,622.9249999742024,false,low,false
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,4,number,0,1,left,Red_Star_Chess_2.jpg,Purple_Plus_Grid_2.jpg,Red_Triangle_Stripes_4.jpg,left,1100.6449999986216,true,low,false
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,5,number,0,1,right,Blue_Circle_Grid_3.jpg,Blue_Triangle_Stripes_2.jpg,Red_Star_Dots_3.jpg,right,751.4200000150595,true,low,false
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,6,number,0,1,right,Red_Triangle_Chess_4.jpg,Red_Star_Dots_1.jpg,Blue_Plus_Stripes_4.jpg,right,754.8799999931362,true,low,false
ndQsBZj5,3e9vauv7czrnvucm8noapw1mqoqyaq,36h9ulyp667ujgwpo5e1iutgxv7jf9,ndQsBZj5,2020-0188,2020-06-04,18:58:58,19:28:22,NA,incomplete,7,number,0,1,right,Purple_Plus_Grid_4.jpg,Purple_Star_Dots_3.jpg,Green_Circle_Stripes_4.jpg,right,1164.4000000087544,true,low,false
