workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,sequence,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,age,race,gender,ethnicity,color,vision,neuro,practice
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,0,shape,0,1,left,Purple_Plus_Dots_2.jpg,Blue_Plus_Grid_4.jpg,Green_Triangle_Dots_3.jpg,right,1794.5349999936298,false,NA,NA,NA,NA,NA,NA,NA,NA,true
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,1,shape,0,1,left,Red_Plus_Stripes_2.jpg,Purple_Plus_Dots_4.jpg,Green_Star_Stripes_1.jpg,left,1504.1249999776483,true,NA,NA,NA,NA,NA,NA,NA,NA,true
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,2,shape,0,1,right,Red_Star_Chess_3.jpg,Purple_Triangle_Chess_2.jpg,Green_Star_Stripes_4.jpg,right,1377.5000000023283,true,NA,NA,NA,NA,NA,NA,NA,NA,true
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,3,shape,0,1,left,Green_Plus_Stripes_3.jpg,Blue_Plus_Grid_2.jpg,Purple_Circle_Stripes_4.jpg,left,1103.995000012219,true,NA,NA,NA,NA,NA,NA,NA,NA,true
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,4,shape,0,1,left,Green_Plus_Chess_2.jpg,Red_Plus_Grid_1.jpg,Purple_Star_Chess_3.jpg,left,1376.4550000196323,true,NA,NA,NA,NA,NA,NA,NA,NA,true
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,5,shape,0,1,right,Blue_Star_Dots_3.jpg,Green_Triangle_Dots_1.jpg,Purple_Star_Grid_4.jpg,right,1359.0149999945424,true,NA,NA,NA,NA,NA,NA,NA,NA,true
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,6,shape,0,0,right,Green_Star_Stripes_1.jpg,Red_Plus_Stripes_2.jpg,Blue_Star_Grid_4.jpg,right,1181.6749999998137,true,NA,NA,NA,NA,NA,NA,NA,NA,true
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,7,shape,0,1,right,Red_Star_Chess_2.jpg,Green_Triangle_Chess_4.jpg,Purple_Star_Stripes_1.jpg,right,1156.5650000120513,true,NA,NA,NA,NA,NA,NA,NA,NA,true
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,8,shape,0,1,left,Blue_Circle_Chess_1.jpg,Green_Circle_Stripes_4.jpg,Purple_Star_Chess_2.jpg,left,979.1400000103749,true,NA,NA,NA,NA,NA,NA,NA,NA,true
blKffzXR,3e9vauv7czrnvucm8noapw1mqoqyaq,31z0pcvwuosbiqdoigutw838x89t7c,blKffzXR,2020-0188,2020-06-04,13:53:54,14:16:55,NA,incomplete,9,shape,0,0,right,Red_Star_Dots_2.jpg,Blue_Plus_Dots_3.jpg,Purple_Star_Grid_4.jpg,right,993.2550000376068,true,NA,NA,NA,NA,NA,NA,NA,NA,true
