workerId,hitId,assignmentId,subject,studyid,exp_date,exp_start,exp_end,time_start,time_end,trial,type,reward_validity,answer,image_top,image_left,image_right,response,response_time,response_acc,volatility,age,race,gender,ethnicity,color,vision,neuro,practice
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,0,number,1,right,Purple_Plus_Stripes_1.jpg,Blue_Plus_Dots_2.jpg,Red_Triangle_Chess_1.jpg,none,0,false,NA,NA,NA,NA,NA,NA,NA,NA,true
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,1,number,1,right,Purple_Circle_Chess_4.jpg,Green_Circle_Grid_1.jpg,Blue_Triangle_Stripes_4.jpg,right,1396.999999997206,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,2,number,1,left,Red_Circle_Dots_1.jpg,Blue_Star_Stripes_1.jpg,Purple_Circle_Chess_4.jpg,left,1096.9999999942956,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,3,number,1,left,Purple_Triangle_Grid_1.jpg,Green_Circle_Dots_1.jpg,Red_Triangle_Stripes_4.jpg,left,978.000000002794,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,4,number,1,right,Red_Star_Grid_3.jpg,Green_Star_Dots_1.jpg,Blue_Triangle_Stripes_3.jpg,right,1128.0000000042492,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,5,number,1,left,Red_Plus_Grid_4.jpg,Purple_Circle_Stripes_4.jpg,Green_Plus_Dots_3.jpg,left,1069.999999999709,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,6,number,1,right,Purple_Star_Dots_4.jpg,Red_Star_Chess_2.jpg,Green_Circle_Stripes_4.jpg,right,1324.0000000005239,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,7,number,1,right,Purple_Star_Grid_4.jpg,Green_Star_Dots_2.jpg,Blue_Triangle_Stripes_4.jpg,right,1152.9999999984284,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,8,number,0,right,Green_Star_Grid_2.jpg,Purple_Star_Stripes_1.jpg,Red_Circle_Dots_2.jpg,right,1139.0000000028522,true,NA,NA,NA,NA,NA,NA,NA,NA,true
FbP9uNsB,3axfspqoztbswwyvx39ztaxp9nrfjw,3lq8puhqfp5i213p1dh19eqtyljihw,FbP9uNsB,2020-0188,2020-05-21,17:13:32,17:36:39,NA,incomplete,9,number,1,left,Red_Plus_Dots_2.jpg,Blue_Triangle_Grid_2.jpg,Purple_Plus_Stripes_3.jpg,left,1137.9999999990105,true,NA,NA,NA,NA,NA,NA,NA,NA,true
